./MM/Boeing/pwtk/pwtk.mtx,217918,217918,11634424,157.826000,0.072837,319.464668,5.604000,0.110129,211.287200
./MM/Freescale/FullChip/FullChip.mtx,2987012,2987012,26621990,959.620000,0.342946,155.254705,5.861000,1.676120,31.766210
./MM/Andrianov/mip1/mip1.mtx,66463,66463,10352819,81.969000,0.062932,329.016049,5.206000,0.115992,178.509190
./MM/Williams/mc2depi/mc2depi.mtx,525825,525825,2100225,16.114000,0.016689,251.689736,5.461000,0.029154,144.078000
./MM/Williams/webbase-1M/webbase-1M.mtx,1000005,1000005,3105536,39.325000,0.038033,163.307444,5.485000,0.042150,147.356394
./MM/Freescale/circuit5M/circuit5M.mtx,5558326,5558326,59524291,1650.660000,0.733533,162.294787,5.969000,4.495014,26.484585
./MM/PARSEC/Si41Ge41H72/Si41Ge41H72.mtx,185639,185639,15011265,162.132000,0.108661,276.295359,5.657000,0.176935,169.681126
./MM/PARSEC/Ga41As41H72/Ga41As41H72.mtx,268096,268096,18488476,212.693000,0.138767,266.467907,5.649000,0.208932,176.980798
./MM/LAW/in-2004/in-2004.mtx,1382908,1382908,16917053,340.449000,0.139884,241.872594,6.593000,0.158260,213.788108
./MM/LAW/eu-2005/eu-2005.mtx,862664,862664,19235140,356.241000,0.130603,294.558930,5.687000,0.158158,243.239545
./MM/DNVS/shipsec1/shipsec1.mtx,140874,140874,7813404,109.033000,0.052841,295.732632,5.190000,0.066615,234.583923
./MM/Williams/mac_econ_fwd500/mac_econ_fwd500.mtx,206500,206500,1273389,34.833000,0.021302,119.555816,5.504000,0.023061,110.436581
./MM/Hamm/scircuit/scircuit.mtx,170998,170998,958936,26.268000,0.028266,67.850846,5.375000,0.021484,89.269782
./MM/Williams/pdb1HYS/pdb1HYS.mtx,36417,36417,4344765,54.235000,0.023059,376.838978,5.015000,0.045374,191.509014
./MM/Williams/consph/consph.mtx,83334,83334,6010480,74.416000,0.039835,301.768796,5.289000,0.055927,214.940190
./MM/Williams/cant/cant.mtx,62451,62451,4007383,56.997000,0.026690,300.290970,5.713000,0.041829,191.607880
./MM/Williams/cop20k_A/cop20k_A.mtx,121192,121192,2624331,44.856000,0.027943,187.834592,5.347000,0.058512,89.702317
./MM/IBM_EDA/dc2/dc2.mtx,116835,116835,766396,16.597000,0.023785,64.443641,5.543000,0.108974,14.065667
./MM/Bova/rma10/rma10.mtx,46835,46835,2374001,32.074000,0.018566,255.736400,5.746000,0.029800,159.328926
./MM/QCD/conf5_4-8x8-10/conf5_4-8x8-10.mtx,49152,49152,1916928,25.394000,0.016786,228.396044,5.550000,0.026897,142.538424
./MM/Sandia/ASIC_680k/ASIC_680k.mtx,682862,682862,3871773,45.128000,0.044227,175.086395,5.005000,0.180517,42.896492
